Leading.proteinsPositions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value daf2_d10_eat2_d10;Student's T-test q-value  daf2_d10_eat2_d10; Student's T-test Difference  daf2_d10_eat2_d10;Student's T-test Test statistic  daf2_d10_eat2_d10;Sign p-val: 0.05 
G8JY83(11);28,6893;27,0025;28,5346;27,2116;31,0496;30,5316;31,4515;26,0542;0,699338;0,120274;-1,91225;-1,44038;
G8JY83(27);25,6242;25,5781;27,8823;26,334;30,584;28,1697;29,2506;28,5257;1,97911;0,00690375;-2,77787;-3,66691;+
G8JY83(391);25,957;23,1494;27,2915;25,6553;26,4893;24,9553;20,5269;25,0337;0,349153;0,313903;1,26202;0,812461;
G8JY94(338);18,7638;21,56;21,1204;18,955;21,4274;21,3387;21,5644;21,022;0,848906;0,0809272;-1,23835;-1,69192;
H2FLI6(54);19,2732;19,8627;20,212;18,5497;22,3054;23,4648;24,0958;23,5545;3,50749;0,000712329;-3,88072;-7,40845;+
H2FLK8(376);22,3606;21,4371;24,2358;22,9226;21,5197;21,3962;21,3955;20,3906;1,2945;0,0285336;1,56348;2,43585;+
H2FLK8(378);24,6526;23,8453;25,7236;22,2809;19,8186;20,982;21,3387;21,562;2,09335;0,00552281;3,20027;3,89117;+
H2FLK8(1264);18,5205;20,8177;20,9236;18,2917;19,8124;21,5325;21,1272;20,0964;0,571605;0,165311;-1,00375;-1,22022;
H2FLK8(645);23,7595;22,7893;22,8701;24,07;23,447;24,8727;22,7245;24,9941;0,446608;0,235603;-0,637317;-0,996248;
H2FLK8(647);19,769;20,783;20,2213;19,8491;22,2523;20,228;22,7273;24,2071;1,37615;0,0238403;-2,19809;-2,57489;+
H2FLK8(314);20,573;19,0703;20,2531;20,3156;22,5394;23,628;24,0924;26,9807;2,26208;0,00434208;-4,25713;-4,23511;+
H2FLK8(605);23,5721;22,7362;22,4244;22,5466;21,3812;20,4281;21,4041;21,2412;2,57343;0,00208098;1,70617;4,91494;+
H2FLK8(272);19,623;20,6116;19,1006;20,0103;20,7587;20,1163;19,6328;19,8796;0,268428;0,40192;-0,260465;-0,651305;
H2FLK8(288);19,2755;18,8016;18,1871;18,7232;20,1843;20,5021;21,8056;20,5478;2,51189;0,00237485;-2,01312;-4,77554;+
H2FLK8(294);22,2488;21,8924;22,1197;24,0195;21,8861;23,1289;22,5962;24,0535;0,205234;0,491477;-0,346058;-0,517388;
H2FLK8(1002);18,2513;21,5791;19,5994;17,7102;26,4607;23,8825;25,3714;27,9634;2,79634;0,00166911;-6,63449;-5,44269;+
H2FLK8(1013);18,1984;17,7035;19,2724;18,852;22,6103;22,4783;22,2509;23,4603;4,1401;0,000692308;-4,19334;-9,61484;+
H2FLK8(1032);20,1824;18,266;17,0002;19,2501;21,2167;20,0932;21,1997;20,6968;1,5679;0,0156678;-2,12695;-2,90814;+
H2FLK8(1038);18,7815;20,0032;21,2202;18,6446;20,871;20,989;21,7433;21,513;1,3536;0,0253946;-1,6167;-2,53633;+
H2FLK8(911);18,5724;19,3206;19,445;20,2016;21,8372;20,8543;19,6121;20,7332;1,29398;0,0285724;-1,37431;-2,43497;+
H2FLK8(923);21,9188;21,1787;19,1425;20,8951;21,5827;19,561;21,7151;21,2346;0,115556;0,670872;-0,239576;-0,310919;
H2FLK8(303);21,1996;20,0512;18,5966;18,7184;21,4227;20,4179;19,4523;20,6502;0,529349;0,186242;-0,844311;-1,14567;
H2FLK8(305);19,8643;17,2255;18,1807;20,8735;22,642;22,106;23,2125;25,4044;2,1156;0,00538201;-4,30522;-3,93563;+
H2FLK8(354);21,4655;20,5748;20,8252;19,3724;20,9297;21,4146;21,436;20,3783;0,423048;0,251825;-0,480145;-0,952696;
H2FLK8(111);21,482;18,4965;18,8242;19,5115;20,6454;20,6381;20,7486;19,6977;0,559044;0,171069;-0,853901;-1,19816;
H2FLK8(120);22,91;22,1305;23,6706;21,324;23,751;23,8617;25,787;23,1891;1,13046;0,0399337;-1,63845;-2,16024;+
H2FLK8(1080);19,1902;20,1081;18,4478;19,7366;19,7196;20,8918;21,788;21,3323;1,46676;0,0192106;-1,56222;-2,73106;+
H2FLK8(396);23,114;23,4468;23,643;23,5231;22,8809;23,3145;23,674;22,8718;0,504616;0,200212;0,246433;1,10152;
H2FLK8(1051);19,9984;19,4346;20,2852;17,3029;22,7882;23,6059;24,3497;22,3413;2,59815;0,00206484;-4,01598;-4,97168;+
H2FLK8(953);22,1708;22,5321;22,3478;23,1865;21,9654;21,4733;20,9743;20,6661;1,92803;0,00766429;1,28952;3,56872;+
H2FLK8(962);19,5925;19,1178;17,9103;18,6644;24,6299;21,992;23,3929;22,0454;2,93865;0,00122222;-4,19378;-5,79973;+
H2FLK8(984);19,1311;19,9831;20,6433;19,2621;22,0218;23,079;22,608;23,5357;3,16473;0,00102524;-3,05621;-6,40234;+
H2FLK8(1165);19,8055;18,8319;20,2479;17,0607;20,9775;20,451;20,8248;19,7632;1,03738;0,0499481;-1,51763;-2,00529;+
H2FLK8(1173);23,7148;23,8106;24,9469;25,1072;20,92;21,2896;20,5988;19,472;3,41328;0,0008933;3,82475;7,12;+
H2FLK8(367);21,1294;20,6647;20,8454;21,5807;21,9159;19,2936;20,7931;20,3601;0,34441;0,3184;0,464373;0,803247;
H2FLK8(188);23,4388;24,2266;23,206;22,3426;20,8388;20,8965;21,0729;19,8868;2,85455;0,00115432;2,62976;5,58676;+
H2FLK8(201);23,6732;22,9005;23,1982;21,4328;23,6485;21,7813;23,655;25,758;0,428205;0,248394;-0,909568;-0,962272;
H2FLK8(98);19,1725;20,2341;18,4787;20,2533;21,3083;21,4248;20,5634;20,3779;1,46757;0,019235;-1,38397;-2,73246;+
H2FLK8(1255);18,0213;19,1523;20,4745;18,6951;21,8632;21,3922;21,8906;20,3661;1,9687;0,00699351;-2,29222;-3,64679;+
H2FLK8(993);23,6192;23,3717;23,6859;25,3387;20,4612;19,9579;20,7082;20,8156;3,43859;0,000793814;3,51817;7,19657;+
H2FLK8(1022);20,7901;19,5674;18,4958;19,8458;19,2986;20,7935;21,3556;21,3621;0,743904;0,106621;-1,02767;-1,51585;
H2FLK8(902);21,996;22,4525;24,2163;22,4623;22,5737;21,4098;21,8487;23,1399;0,376761;0,289602;0,538761;0,865559;
H2FLK8(345);23,9062;25,2241;24,8943;25,5539;20,1974;21,1306;21,1484;21,0998;4,08738;0,000613636;4,0006;9,41129;+
H2FLK8(1154);23,7209;25,5363;23,4435;25,261;23,0638;21,2241;23,3365;21,9573;1,56203;0,0157828;2,095;2,89778;+
H2FLK8(263);19,1552;20,6511;20,5016;19,9753;20,5878;20,0686;20,6818;21,412;0,682998;0,125333;-0,616747;-1,41257;
H2FLK8(169);19,999;18,9724;20,5528;20,3624;20,5676;21,5318;20,8815;20,4774;1,09322;0,0441587;-0,892887;-2,09817;+
H2FLK8(178);21,6651;18,8843;18,3265;19,2636;19,3948;19,4304;20,3352;20,8008;0,224908;0,461113;-0,455438;-0,559943;
H2FLK8(1109);18,9404;21,6606;21,7805;16,4006;21,4238;19,4389;20,3755;20,0469;0,181664;0,532528;-0,625743;-0,465239;
H2FLK8(1118);19,8902;19,3395;19,7782;19,2004;21,8543;21,2622;21,8352;18,6246;0,857177;0,0793092;-1,34203;-1,70572;
H2FLK8(853);22,4007;22,781;21,5687;21,7515;21,6663;21,7353;22,291;22,4756;0,0873869;0,741577;0,0834222;0,240788;
H2FLK8(1071);21,4324;20,2882;19,0997;20,8147;21,8256;19,6294;21,2534;21,2931;0,374987;0,29082;-0,591668;-0,862172;
H2FLK8(843);21,6081;22,1266;21,9666;23,5037;21,512;20,3179;21,373;21,18;1,29649;0,0283674;1,20556;2,43921;+
H2FLK8(126);19,7272;19,3355;20,9329;19,18;21,3114;19,3428;20,2797;21,1511;0,564132;0,168493;-0,727357;-1,20711;
H2FLK8(343);24,0371;23,597;24,2641;25,39;20,7987;20,4086;21,2245;19,5763;3,49418;0,000698925;3,82005;7,36713;+
H2FLK8(15);19,9958;19,0467;18,999;19,7103;21,9938;19,8021;20,8332;21,2211;1,58644;0,0148472;-1,52461;-2,94096;+
H2FLK8(140);23,3459;23,7206;24,5193;24,0582;24,7851;24,687;23,5066;25,6779;0,719513;0,113338;-0,753122;-1,47461;
H2FLK8(156);19,4164;20,3595;21,8538;21,3132;21,6061;20,2554;20,9703;20,7241;0,0920589;0,729197;-0,153241;-0,25263;
H2FLK8(1249);24,1476;25,2447;25,0833;25,0627;23,628;23,35;25,1112;24,342;0,833125;0,0836243;0,776789;1,66558;
H2FLK8(212);20,8216;20,5438;19,4571;19,8261;20,9332;21,673;22,4147;25,1651;1,2987;0,0282517;-2,38435;-2,44297;+
H2FLK8(223);18,8775;20,1711;18,3312;18,9805;19,4904;20,4305;20,3681;21,4899;1,27563;0,0299;-1,35468;-2,40391;+
H2FLK8(252);19,968;19,9003;20,8194;18,4333;20,8652;19,5069;21,2105;20,4079;0,538293;0,181669;-0,717347;-1,16153;
H2FLK8(139);23,3459;23,7514;22,8495;21,4033;25,179;23,6052;23,5066;27,6026;1,01511;0,0523229;-2,13579;-1,96828;
H2FLK8(1327);18,0566;20,535;18,7485;20,6121;20,9509;21,1766;20,75;20,0063;0,90452;0,0697375;-1,23289;-1,78455;
H2FLK8(330);16,8923;20,3004;20,2939;18,6563;20,6043;19,8154;21,3747;21,1945;0,994118;0,0553509;-1,71151;-1,93341;
H2FLK8(334);19,0057;18,3913;20,4066;18,8103;22,22;21,4587;23,889;22,5524;2,62852;0,00211224;-3,37656;-5,04197;+
H2FLK8(1343);18,5748;17,9543;19,4095;21,7846;22,8373;21,5364;23,4917;26,3247;1,69364;0,0121706;-4,11671;-3,13301;+
H2FLK8(1349);20,0017;21,2596;17,3103;19,2944;21,5933;19,2095;21,1785;21,3382;0,662;0,132257;-1,36337;-1,37669;
H2FLK8(1357);21,26;18,919;20,2251;19,5509;22,7269;21,488;21,1196;19,1438;0,595693;0,155641;-1,13084;-1,26228;
H2FLK8(80);18,3507;20,4016;20,533;18,4237;21,3861;21,0013;21,4231;19,2068;0,831711;0,08403;-1,32712;-1,66321;
H2FLK9(1137);19,8604;19,2452;20,2026;20,8195;21,9197;21,4265;21,526;21,2976;2,27058;0,0043761;-1,51051;-4,25288;+
H2FLK9(1144);19,4887;19,5846;18,8144;19,5814;20,8738;19,8664;20,5415;21,0875;2,03168;0,00625085;-1,22504;-3,76929;+
H2FLK9(1131);24,1288;25,5301;23,8334;23,4618;24,3286;22,7815;23,8546;23,8667;0,422038;0,252372;0,530679;0,950818;
H2KYH5(232);27,1702;26,8705;28,4885;26,7022;21,4789;20,7206;21,6877;20,2464;4,67935;0;6,27444;11,9381;+
H2KYH5(372);25,5809;25,7091;25,6701;23,1034;21,72;20,9819;21,8724;20,3456;2,69213;0,00198126;3,7859;5,19137;+
H2KYH5(384);24,3798;23,1922;25,5935;24,2034;21,7423;20,0987;19,897;21,2983;2,7659;0,00173371;3,58312;5,36842;+
H2KYH5(309);18,1556;21,6523;19,9562;19,4548;29,219;28,7554;27,987;25,8933;3,66417;0,000690554;-8,15893;-7,90968;+
H2KYH5(324);26,771;25,6278;26,2831;25,3014;26,7674;26,3618;26,2679;25,6633;0,278708;0,389527;-0,269292;-0,672383;
H2KYH5(334);25,8283;25,7439;27,5104;26,102;20,1673;20,7722;21,0932;20,663;4,76918;0;5,62223;12,3719;+
H2KYH5(219);25,1338;24,5073;25,6791;24,8619;21,89;20,4524;20,4363;21,1862;4,11543;0,000662577;4,05432;9,51911;+
H2KYH5(21);25,9357;24,6042;24,8385;24,7949;20,0742;21,5399;20,2577;20,467;4,2366;0,000782609;4,45864;9,99769;+
H2KYH5(173);18,2426;19,3027;18,185;20,9996;23,8714;22,9046;22,9402;25,4217;2,69911;0,00198925;-4,60196;-5,20797;+
H2KYH5(175);18,2701;18,5025;19,5492;19,4834;23,5266;22,868;23,1243;23,7625;4,5462;0;-4,36904;-11,321;+
H2KYH5(191);27,1656;27,7682;28,8831;26,8441;28,3069;28,1173;28,2073;23,3091;0,206848;0,488389;0,680077;0,52091;
H2KYH5(134);25,2211;25,5602;25,3464;25,1934;21,6229;20,9615;21,8675;19,8721;4,07465;0,000603352;4,24932;9,36274;+
H2KYH5(392);24,916;25,4872;23,6546;24,6612;23,65;23,5842;24,6719;27,2674;0,0419083;0,871099;-0,113607;-0,120512;
H2KYH5(354);23,2596;23,2664;25,3483;22,9007;20,7124;21,2008;20,4875;21,3802;2,4397;0,00300552;2,74852;4,61528;+
H2KYH5(10);27,9754;28,3506;27,4798;26,1836;25,5279;26,4178;27,3381;23,4411;0,971513;0,0587462;1,81617;1,89587;
H2KYH5(395);24,7757;21,1258;24,7988;23,2466;25,1091;24,6257;24,223;24,852;0,658586;0,133505;-1,21575;-1,37085;
H2KYH5(393);18,1936;20,254;18,8965;19,5525;26,4287;25,2146;25,5278;22,0979;2,76874;0,00174608;-5,59313;-5,37533;+
Q86NI2(132);18,3134;21,5116;18,8896;19,3666;20,7231;21,2065;21,7411;20,6278;1,08918;0,0446609;-1,55431;-2,09143;+
Q86NI2(151);23,2892;24,058;23,9086;25,0224;20,878;21,3847;20,3772;20,8185;3,61459;0,000652308;3,20499;7,74809;+
H2KYJ5(239);21,0523;19,2155;18,2217;19,9662;24,0429;23,737;24,3054;22,937;3,0928;0,00106182;-4,14167;-6,20567;+
Q8MQE2(76);20,893;18,2881;20,241;19,812;21,9542;19,6187;20,5797;20,913;0,620684;0,146546;-0,957893;-1,30562;
H2KYN7(293);20,1169;18,517;20,6345;18,202;21,6883;19,3567;20,9873;21,0825;0,924307;0,0657808;-1,41109;-1,81745;
H2KYN7(400);19,1373;17,8851;20,6317;18,8052;21,7482;20,0696;20,5113;21,3111;1,40192;0,0225602;-1,79524;-2,61909;+
H2KYP4(357);21,2816;18,6989;19,1139;20,0142;21,8816;21,153;20,8446;21,3906;1,34186;0,0260214;-1,54028;-2,5163;+
H2KYP4(295);22,2575;21,0936;22,2931;21,9519;24,1414;23,2495;24,1391;18,0565;0,125232;0,648112;-0,497604;-0,334349;
H2KYP4(547);19,3185;20,3883;16,978;19,0962;23,9555;21,6514;22,9315;26,1822;2,12942;0,00533453;-4,73494;-3,96338;+
H2KYR1(284);19,116;19,5983;18,2212;18,7104;20,2591;21,0773;20,725;21,1091;2,74561;0,00177964;-1,88118;-5,31933;+
H2KYR1(290);21,4765;18,0554;20,7156;18,9294;24,275;24,8626;22,8921;20,4208;1,40612;0,0223557;-3,31843;-2,6263;+
H2KYR1(202);21,6384;21,8102;19,3425;20,1141;21,3912;21,2157;21,5121;20,4488;0,265472;0,404935;-0,415712;-0,645209;
H2KYR1(209);18,32;17,2537;21,4278;20,0736;21,8358;21,547;20,3458;21,3149;1,05403;0,0485122;-1,9921;-2,03296;+
H2KYR1(139);20,8878;20,2147;18,524;19,0347;21,3668;20,7093;21,7877;19,9437;0,980262;0,0576893;-1,28659;-1,9104;
H2KYR1(251);20,9384;20,0904;18,5636;19,9463;21,7251;18,5826;21,3445;20,4485;0,316427;0,345265;-0,640507;-0,748275;
H2KYR1(253);18,8573;20,812;20,9403;19,1244;20,0716;20,2547;21,1856;21,062;0,533833;0,184053;-0,710005;-1,15363;
H2KYR1(32);22,095;21,6647;21,5501;21,622;20,8854;21,5196;20,8403;20,8406;1,85939;0,00871787;0,711478;3,43868;+
H2KYR1(306);23,3238;24,4662;23,4291;21,6094;23,2243;22,2916;23,8503;24,6759;0,148974;0,59684;-0,303406;-0,390549;
H2KYR1(378);21,2827;18,8889;21,7527;18,2245;20,4414;20,6537;21,2119;19,7688;0,207984;0,487509;-0,48173;-0,523387;
H2KYR1(47);19,7546;18,724;20,0975;18,4003;21,6093;20,9716;21,2489;20,3856;2,02992;0,00626689;-1,80974;-3,76583;+
H2KYR1(53);19,5385;20,271;18,5875;20,5539;20,5417;20,4927;21,2975;21,3947;1,26467;0,0304752;-1,19392;-2,3854;+
O44618(226);19,5339;19,21;21,1379;20,8077;28,9647;27,7206;29,9676;21,8764;2,00577;0,00658257;-6,95999;-3,71865;+
H2KYS3(166);19,033;21,2727;21,2849;19,5418;23,5879;23,2537;23,2266;22,1125;2,21724;0,00475758;-2,7621;-4,14215;+
Q8MNV5(712);20,1483;18,5264;21,4112;20,0709;20,5023;20,8978;19,9369;20,5215;0,283961;0,38279;-0,425426;-0,683087;
Q86NJ8(113);20,5608;19,9394;20,7275;20,9116;20,9638;20,7652;21,4997;19,9665;0,288288;0,377839;-0,263955;-0,691868;
Q5R3Y6(466);20,9067;20,1013;19,916;18,4875;21,5819;20,9889;19,8912;19,3568;0,36485;0,298904;-0,60183;-0,842761;
H2KZ06(127);17,7642;19,4064;19,9734;18,4332;20,9587;20,7427;21,7402;21,4398;2,28724;0,00430069;-2,32603;-4,2878;+
H2KZ37(1420);20,6647;20,0678;20,8106;18,8645;21,9967;22,284;22,3772;25,0222;1,83017;0,00912312;-2,81811;-3,38397;+
H2KZ48(239);24,9555;24,0017;24,2225;24,3601;23,011;22,6979;23,0952;25,9137;0,399228;0,27023;0,705527;0,908129;
H2KZ48(244);19,0089;20,8817;19,4054;21,6901;20,1468;21,3551;21,8878;21,4589;0,630332;0,14329;-0,965607;-1,32228;
H2KZ89(161);20,7279;20,4825;17,0984;19,9987;21,6352;21,1927;20,7624;19,921;0,687554;0,123769;-1,30096;-1,42033;
Q95Q55(148);25,1302;24,8067;25,1059;25,3331;26,4295;25,591;25,7168;22,7043;0,00664255;0,980177;-0,0164618;-0,0198308;
Q95Q55(149);23,8497;24,1343;23,687;23,0683;21,3453;20,0443;20,5215;20,1103;3,83484;0,000421875;3,1795;8,48808;+
H2KZA9(182);20,4292;18,9668;20,411;20,3719;24,0567;22,9327;22,4921;24,0453;3,10274;0,00107749;-3,33698;-6,23257;+
H2KZA9(267);17,4773;20,9123;20,6283;18,6034;20,7609;24,0253;24,8778;22,7694;1,64586;0,0131315;-3,703;-3,04691;+
H2KZC4(118);26,4282;25,1512;25,1664;24,3664;23,0607;23,0948;23,99;25,2722;1,10551;0,0425618;1,4236;2,11863;+
H2KZD2(329);18,6095;19,3167;18,3766;17,3232;22,0023;21,2431;21,2786;20,8954;3,09962;0,00107156;-2,94839;-6,22412;+
Q86NB3(200);16,9442;18,9606;19,3265;18,4132;21,0878;19,7554;20,7929;21,4577;1,99545;0,00661285;-2,36236;-3,69859;+
Q18930(821);18,4497;19,6407;18,8764;21,1091;21,8235;20,3799;20,1957;19,4862;0,587758;0,159405;-0,952347;-1,24846;
Q4TTA9(60);21,5755;21,0953;21,1371;18,2375;23,6198;22,1717;22,1865;21,8796;1,19669;0,0347497;-1,95307;-2,27102;+
Q965K3(69);25,6177;25,9799;24,0601;23,7728;20,1211;21,1418;19,5658;19,5985;3,42893;0,000777778;4,75085;7,16727;+
Q688A5(71);18,5483;19,66;19,2371;20,3787;21,3161;20,2361;19,107;20,2612;0,621757;0,146101;-0,774115;-1,30748;
Q9BL66(180);18,4109;20,5163;17,5352;19,8368;21,4949;21,108;18,8673;19,95;0,689102;0,123339;-1,28023;-1,42297;
H2KZN1(10);19,529;19,986;20,3414;18,4414;21,2053;21,0043;18,9268;20,4219;0,580036;0,162236;-0,815108;-1,23497;
X5M917(14);19,4079;19,0736;20,4385;18,8103;21,777;20,2712;20,4848;19,8135;1,08926;0,0446613;-1,15406;-2,09157;+
H2KZR4(343);20,3224;19,2251;18,6272;20,2434;21,312;19,8918;20,9478;21,0419;1,22321;0,0330567;-1,19384;-2,31555;+
H2KZR4(386);19,6992;20,4266;19,1835;19,354;23,1616;22,2564;23,699;22,5014;3,56275;0,000616279;-3,23878;-7,58209;+
H2KZR4(270);23,8563;24,4192;24,0853;22,0983;21,9909;21,0998;21,6868;20,9712;2,05082;0,00606186;2,17759;3,8069;+
H2KZT9(308);26,2308;26,6201;27,5149;27,8867;27,9;27,2497;28,8947;26,7605;0,483248;0,212273;-0,638122;-1,06304;
H2L023(196);24,4336;25,0712;24,7056;24,3354;25,5973;25,0653;25,6626;28,2438;1,06864;0,0469349;-1,5058;-2,05725;+
H2L023(105);20,5183;20,5378;17,5656;18,961;24,3368;23,5643;24,8729;26,2913;2,96322;0,00123432;-5,37068;-5,86306;+
H2L023(9);22,7064;22,3079;23,8018;21,6411;25,5261;25,0666;24,9653;26,078;2,77182;0,00163324;-2,79471;-5,38282;+
H2L023(306);19,3693;17,0863;19,5327;19,3282;19,3935;21,179;21,6123;21,273;1,42172;0,0215093;-2,03532;-2,65315;+
H2L028(74);19,1842;19,1321;20,7676;19,6226;23,5682;23,896;22,6809;24,4525;3,5313;0,00059887;-3,97277;-7,48288;+
H2L034(597);19,955;21,1037;20,3216;20,6158;21,5283;19,4226;21,8176;19,0711;0,0177684;0,943348;0,0391421;0,0523983;
H2L034(371);20,5832;19,2752;17,8596;18,7002;21,7666;21,8526;21,6837;20,1734;1,75428;0,0105216;-2,26455;-3,24354;+
H2L034(476);16,1335;18,7536;19,6004;19,782;25,5788;24,6985;25,4165;22,7316;2,88656;0,0011761;-6,03898;-5,66713;+
H2L048(7);20,9367;20,6365;19,4127;20,4644;21,4781;21,4719;21,7702;20,0808;0,831334;0,0841216;-0,837674;-1,66258;
H2L048(338);23,0341;24,504;23,8662;24,0535;26,4656;25,2801;26,1779;25,1381;2,25955;0,0043675;-1,90099;-4,22985;+
H2L048(380);21,3716;18,9708;17,4581;20,7521;27,2468;25,6035;26,9391;22,6058;2,29945;0,00417512;-5,96066;-4,3135;+
H2L048(382);20,3918;19,3384;19,84;19,5316;26,1657;24,3532;24,2235;21,8037;2,4866;0,00261785;-4,36106;-4,719;+
Q8MXS5(484);19,0663;18,2373;19,244;19,9844;26,2189;25,796;27,3314;27,1084;5,19742;0;-7,48069;-14,6515;+
H2L0B6(241);19,2976;19,3516;21,9069;18,6542;24,5146;24,9784;26,7132;26,003;3,22832;0,000983333;-5,74974;-6,58021;+
H2L0C4(405);23,167;23,2186;24,4576;23,5498;24,7396;26,8068;26,0306;23,8831;1,30992;0,0275906;-1,76679;-2,46199;+
H2L0D1(253);19,2463;19,7448;20,2554;18,8941;21,7391;21,1509;22,9613;20,9355;2,13879;0,00532849;-2,16155;-3,98226;+
H2L0D3(26);19,2312;18,2576;17,9893;19,1734;21,8533;20,0698;20,8945;20,1793;2,1587;0,00517539;-2,08633;-4,02251;+
H2L0D9(105);23,5836;24,5007;25,0556;25,3192;28,3893;27,1379;27,9477;25,0264;1,61539;0,013958;-2,51055;-2,99243;+
H2L0D9(108);24,2729;24,5007;25,0556;24,321;28,3893;27,1379;27,9477;27,4428;4,15957;0,000710526;-3,19185;-9,69103;+
H2L0E5(652);19,869;18,2374;21,4383;18,3119;22,7823;22,6474;22,0927;23,7026;2,1649;0,00503594;-3,3421;-4,03509;+
H2L0E5(375);19,0049;19,2804;19,6971;19,3045;22,5116;22,731;23,3167;24,0061;4,35918;0;-3,81965;-10,5038;+
H2L0E5(672);20,9971;20,8439;18,4888;19,3506;20,5554;21,5535;21,8674;21,0134;1,02157;0,0516175;-1,32732;-1,97901;
Q9N5G9(295);27,0832;25,9351;27,0086;24,9957;23,9667;24,5464;25,1833;26,4856;0,824369;0,0855162;1,21016;1,65094;
H2L0G5(834);21,784;22,9786;23,1214;22,6767;24,9579;23,8529;23,8911;25,7381;1,9519;0,00724316;-1,96982;-3,61444;+
H2L0H3(25);18,8235;19,6782;21,6755;19,0977;21,3045;20,0968;21,1004;20,5629;0,649231;0,136924;-0,947431;-1,3548;
H2L0I2(555);20,9346;19,7045;18,5034;19,1802;20,6567;19,9004;21,2177;21,2546;1,0036;0,0542338;-1,17666;-1,94916;
H2L0I2(1025);19,408;19,0512;18,9892;20,609;20,9953;19,5419;21,5924;20,0329;0,866239;0,0772932;-1,02627;-1,72082;
H2L0I2(2207);21,2619;18,5422;21,6267;18,3643;21,4343;21,3228;19,8921;20,6537;0,413752;0,258313;-0,876939;-0,935369;
H2L0I2(1523);20,5414;17,9877;20,9968;20,594;21,5702;21,1319;20,2071;21,1503;0,629118;0,143464;-0,984865;-1,32019;
H2L0I2(612);21,1716;20,9361;21,7823;22,7925;24,8684;22,968;23,7271;22,7337;1,61967;0,0139539;-1,90367;-3,00005;+
H2L0I2(133);19,2131;19,9134;19,8576;20,7308;20,9728;21,19;21,32;19,803;0,983588;0,0573346;-0,89272;-1,91592;
H2L0I2(1777);21,5964;21,0917;18,8174;21,5939;21,7301;21,1902;21,8244;19,5523;0,133314;0,630518;-0,299419;-0,35368;
Q22095(331);25,1552;23,2645;23,6553;24,5884;20,918;21,0655;20,7686;19,8298;3,32513;0,000818182;3,52039;6,85847;+
H2L0K8(246);21,9076;20,6556;20,7838;18,5399;20,5653;21,2437;20,5968;21,4147;0,271123;0,398686;-0,483411;-0,656847;
Q9GZI3(690);18,7878;16,8672;19,2091;18,4857;22,5448;21,9607;21,3499;22,3619;3,18145;0,00103937;-3,71686;-6,44873;+
H2L0R6(207);20,8199;18,193;20,6808;19,8918;21,7106;21,3718;22,3384;22,8276;1,7092;0,0118423;-2,16573;-3,16124;+
H2L0R6(248);24,5682;25,6726;25,5548;27,3462;24,2927;23,903;23,9759;22,621;1,64819;0,012989;2,08733;3,05108;+
H2L0R6(258);20,8882;19,0924;20,4745;20,7173;21,832;21,5034;21,2941;20,5154;1,03637;0,0500695;-0,993081;-2,00359;
U4PC11(162);18,6319;18,7081;20,971;19,0677;22,7856;23,7785;23,4543;24,7504;3,14251;0,00110606;-4,34752;-6,34108;+
O18688(334);21,1111;20,4117;18,8389;19,5857;21,0382;19,6505;20,4942;19,4156;0,095923;0,719638;-0,162774;-0,262359;
O18688(110);20,0794;18,3683;18,0696;19,6815;25,6699;24,086;25,4094;26,2282;4,09098;0,000617143;-6,29871;-9,42507;+
H8W3X0(190);17,2929;20,1062;18,1022;19,212;20,6292;21,1883;18,2159;19,1327;0,566209;0,167972;-1,11321;-1,21075;
H9G2R5(26);19,0605;20,6535;18,4693;21,3727;19,3553;20,1987;21,017;20,8584;0,245937;0,431164;-0,468381;-0,604538;
H9G2R5(36);18,7187;21,6855;21,7513;21,1413;21,6572;20,6241;21,5207;20,0034;0,0549667;0,830968;-0,127119;-0,156044;
Q21032(198);19,6112;19,3953;20,3228;18,0168;24,3283;24,36;23,777;25,0704;4,02327;0,0005625;-5,04741;-9,16895;+
Q21032(141);20,121;21,0517;19,8951;20,5015;21,3446;21,4833;20,033;20,0219;0,288502;0,378013;-0,328355;-0,692302;
I2HA98(44);17,3074;20,4318;19,9319;18,3599;21,5936;21,0229;21,758;20,6323;1,58457;0,0148602;-2,24396;-2,93763;+
I2HA98(93);17,597;19,4804;20,6119;17,3448;24,8248;23,1821;24,4342;23,1389;2,9236;0,00121036;-5,13647;-5,76119;+
I2HA98(394);20,5473;18,8435;18,053;18,9717;21,5556;20,6705;21,2313;19,4855;1,24704;0,0316364;-1,63181;-2,35567;+
I2HAF4(22);26,7085;26,1172;28,2031;27,1608;28,878;26,6034;28,9773;26,4915;0,366016;0,298282;-0,69017;-0,845;
I2HAF4(18);28,9706;28,2156;28,718;28,1642;30,3623;28,6197;29,7254;23,0283;0,130066;0,637616;0,583177;0,345936;
I2HAF4(3);25,7919;26,5525;25,3806;24,3415;29,6966;27,6825;29,4499;23,5137;0,662525;0,132175;-2,06907;-1,37759;
I2HAJ2(17);19,7503;21,0624;18,8677;20,182;23,746;22,935;22,58;22,9201;2,98888;0,0011709;-3,07968;-5,92974;+
I2HAJ2(4);19,6513;18,8552;20,6306;20,6512;21,1778;18,6167;19,8871;21,0769;0,122503;0,654027;-0,242563;-0,327775;
